NCT Number,Study Title,Study URL,Study Status,Brief Summary,Conditions,Interventions,Sex,Age,Phases,Start Date,Completion Date,Locations
NCT06446752,BIYELA - Bexsero Immunisation in Young Women in Africa,https://clinicaltrials.gov/study/NCT06446752,NOT_YET_RECRUITING,"This proposed 2-arm randomized evaluation of two doses of 4CMenB vaccine versus placebo at Enrollment and Month 2 is designed as a proof-of-concept study to inform potential use for dual meningococcal B and gonococcal prevention, and to inform Neisseria gonorrheae vaccine development.",Gonorrhea and Gonorrhea of Pharynx and Gonorrhea Anus and Gonorrhea of Cervix,BIOLOGICAL: Bexsero|BIOLOGICAL: Placebo,FEMALE,ADULT,PHASE3,2024-06,2026-08,"Desmond Tutu Health Foundation - Emavundleni Research Centre, Cape Town, South Africa|Desmond Tutu Health Foundation - Masiphumulele Site, Cape Town, South Africa|Khayelitsha Vuka Research Clinic, Cape Town, South Africa|Wits RHI Ward 21 Clinical Research Site, Johannesburg, South Africa|Center for Community Based Research (CCBR), Pietermaritzburg, South Africa"
