NCT Number,Study Title,Study URL,Study Status,Brief Summary,Conditions,Interventions,Sex,Age,Phases,Start Date,Completion Date,Locations
NCT06450197,Phase IIa Study Evaluating AZD7798 in Crohn's Disease,https://clinicaltrials.gov/study/NCT06450197,NOT_YET_RECRUITING,"This is a randomised, double-blind, parallel group, placebo-controlled Phase IIa study designed to evaluate the efficacy and safety of AZD7798 in participants with moderate to severe Crohn's disease.",Moderate to Severe Crohn's Disease,DRUG: AZD7798|OTHER: Placebo,ALL,"ADULT",PHASE2,2024-06-17,2027-05-21,"Research Site, Ann Arbor, Michigan, 48109, United States|Research Site, Chesterfield, Michigan, 48047, United States|Research Site, Garland, Texas, 75044, United States|Research Site, San Antonio, Texas, 78229, United States|Research Site, Buenos Aires, 1425, Argentina|Research Site, South Brisbane, QLD 4101, Australia|Research Site, Klagenfurt am Wörthersee, 9020, Austria|Research Site, Campinas, 13092133, Brazil|Research Site, Curitiba, 80430-180, Brazil|Research Site, Jaú, 17201-130, Brazil|Research Site, Porto Alegre, 90035-903, Brazil|Research Site, Santo Andre, 09080-110, Brazil|Research Site, São Paulo, 04532-030, Brazil|Research Site, São Paulo, 04543-011, Brazil|Research Site, Sofia, 1527, Bulgaria|Research Site, Sofia, 1784, Bulgaria|Research Site, Santiago, 7500010, Chile|Research Site, Santiago, 7691236, Chile|Research Site, Santiago, 8330044, Chile|Research Site, Talcahuano, 4270918, Chile|Research Site, Viña del Mar, 2540488, Chile|Research Site, Berlin, 14163, Germany|Research Site, Kiel, 24105, Germany|Research Site, Ulm, 89081, Germany|Research Site, Milano, 20132, Italy|Research Site, Chiba-shi, 260-8677, Japan|Research Site, Hamamatsu-shi, 431-3192, Japan|Research Site, Kashiwa-shi, 277-0871, Japan|Research Site, Kure-shi, 737-8505, Japan|Research Site, Osaka-shi, 530-0011, Japan|Research Site, Shinjuku-ku, 162-8655, Japan|Research Site, Johor Bahru, 80100, Malaysia|Research Site, Kota Bharu, 15586, Malaysia|Research Site, Kota Kinabalu, 88200, Malaysia|Research Site, Kuala Lumpur, 59100, Malaysia|Research Site, Kuching, 93586, Malaysia|Research Site, Mexico City, 14050, Mexico|Research Site, Bucharest, 020125, Romania|Research Site, Cluj Napoca, 400380, Romania|Research Site, Timisoara, 300002, Romania|Research Site, Kosice, 04013, Slovakia|Research Site, Nitra, 94901, Slovakia|Research Site, Presov, 08001, Slovakia|Research Site, Trnava, 91702, Slovakia|Research Site, Cape Town, 7500, South Africa|Research Site, Milnerton, 7441, South Africa|Research Site, Plumstead, 7800, South Africa|Research Site, Madrid, 28046, Spain|Research Site, Sevilla, 41013, Spain|Research Site, Linköping, 58185, Sweden|Research Site, Stockholm, 11630, Sweden|Research Site, Kaohsiung, 80756, Taiwan|Research Site, New Taipei City, 24352, Taiwan|Research Site, Taichung, 40447, Taiwan|Research Site, Taipei, 10002, Taiwan|Research Site, Taoyuan, 333, Taiwan|Research Site, Ankara, 06800, Turkey|Research Site, Ankara, 6500, Turkey|Research Site, Antalya, 07100, Turkey|Research Site, Bursa, 16059, Turkey|Research Site, Istanbul, Turkey|Research Site, Izmir, 35100, Turkey|Research Site, İzmit, 41000, Turkey|Research Site, Malatya, 44280, Turkey|Research Site, Chernivtsі, 58022, Ukraine|Research Site, Kiev, 02000, Ukraine|Research Site, Kyiv, 03680, Ukraine|Research Site, Kyiv, 04210, Ukraine|Research Site, Ternopil, 46000, Ukraine|Research Site, Vinnytsia, 21001, Ukraine|Research Site, Vinnytsia, 21009, Ukraine|Research Site, Hanoi, 100000, Vietnam|Research Site, Hanoi, 10000, Vietnam|Research Site, Ho Chi Minh city, 700000, Vietnam|Research Site, Ho Chi Minh, 700000, Vietnam"
