NCT Number,Study Title,Study URL,Study Status,Brief Summary,Conditions,Interventions,Sex,Age,Phases,Start Date,Completion Date,Locations
NCT06441006,Program for Rifampicin-Resistant Disease With Stratified Medicine for Tuberculosis,https://clinicaltrials.gov/study/NCT06441006,NOT_YET_RECRUITING,"PRISM-TB is an international, multicenter, open-label, randomized, controlled, pragmatic, stratified medicine, treatment shortening, noninferiority Phase 3 clinical trial for fluoroquinolone-susceptible multidrug-resistant/rifampin-resistant pulmonary tuberculosis (FQ-S MDR/RR-TB). The trial objective is to evaluate whether stratified medicine treatment strategies for FQ-S MDR/RR-TB, defined by a pre-specified risk stratification algorithm, have noninferior efficacy to a one-size-fits-all control regimen (the local standard-of-care \[SOC\] regimen consistent with preferred regimen(s) in international guidelines), as measured by TB-related unfavorable outcomes at Week 73.",Tuberculosis, Pulmonary|Tuberculosis|Multidrug-Resistant|Tuberculosis|MDR|DRUG: Bedaquiline|DRUG: Linezolid|DRUG: Pretomanid|DRUG: Moxifloxacin|DRUG: Control Arm FQ-S MDR/RR-TB regimen designed according to latest WHO guidelines,All,All,PHASE3,2024-11-01,2029-11-30,"Institute of Phthisiopneumology Chiril Dragniuc, Chisinau, Moldova, Republic of|National Center for Communicable Diseases, Ulaanbaatar, Mongolia|Institute of Chest Disease, Kotri, Pakistan|Civil Hospital Mirpurkhas, Mirpur, Pakistan|Hospital Nacional Hipólito Unanue, Lima, Peru|Hospital Nacional Sergio E. Bernales, Lima, Peru|Policlínico SES, Lima, Peru|TB HIV Research Unit at De La Salle Medical and Health Sciences Institute, Dasmariñas, Philippines|King Dinuzulu Hospital Complex, Durban, South Africa|Perinatal HIV Research Unit Matlosana, Klerksdorp, South Africa|Isango Lethemba TB Research Unit at Jose Pearson TB Hospital, Port Elizabeth, South Africa|Hanoi Lung Hospital, Hanoi, Vietnam"
